"subject" "activity" "variable" "mean"
"487" 2 "walkingDownstairs" "tGravityAccMeanX" 7
"488" 2 "walkingDownstairs" "tGravityAccMeanY" 8
"489" 2 "walkingDownstairs" "tGravityAccMeanZ" 9
"490" 2 "walkingDownstairs" "tGravityAccStdX" 10
"491" 2 "walkingDownstairs" "tGravityAccStdY" 11
"492" 2 "walkingDownstairs" "tGravityAccStdZ" 12
"493" 2 "walkingDownstairs" "tBodyAccJerkMeanX" 13
"494" 2 "walkingDownstairs" "tBodyAccJerkMeanY" 14
"495" 2 "walkingDownstairs" "tBodyAccJerkMeanZ" 15
"496" 2 "walkingDownstairs" "tBodyAccJerkStdX" 16
"497" 2 "walkingDownstairs" "tBodyAccJerkStdY" 17
"498" 2 "walkingDownstairs" "tBodyAccJerkStdZ" 18
"499" 2 "walkingDownstairs" "tBodyGyroMeanX" 19
"500" 2 "walkingDownstairs" "tBodyGyroMeanY" 20
"501" 2 "walkingDownstairs" "tBodyGyroMeanZ" 21
"502" 2 "walkingDownstairs" "tBodyGyroStdX" 22
"503" 2 "walkingDownstairs" "tBodyGyroStdY" 23
"504" 2 "walkingDownstairs" "tBodyGyroStdZ" 24
"505" 2 "walkingDownstairs" "tBodyGyroJerkMeanX" 25
"506" 2 "walkingDownstairs" "tBodyGyroJerkMeanY" 26
"507" 2 "walkingDownstairs" "tBodyGyroJerkMeanZ" 27
"508" 2 "walkingDownstairs" "tBodyGyroJerkStdX" 28
"509" 2 "walkingDownstairs" "tBodyGyroJerkStdY" 29
"510" 2 "walkingDownstairs" "tBodyGyroJerkStdZ" 30
"511" 2 "walkingDownstairs" "tBodyAccMagMean" 31
"512" 2 "walkingDownstairs" "tBodyAccMagStd" 32
"513" 2 "walkingDownstairs" "tGravityAccMagMean" 33
"514" 2 "walkingDownstairs" "tGravityAccMagStd" 34
"515" 2 "walkingDownstairs" "tBodyAccJerkMagMean" 35
"516" 2 "walkingDownstairs" "tBodyAccJerkMagStd" 36
"517" 2 "walkingDownstairs" "tBodyGyroMagMean" 37
"518" 2 "walkingDownstairs" "tBodyGyroMagStd" 38
"519" 2 "walkingDownstairs" "tBodyGyroJerkMagMean" 39
"520" 2 "walkingDownstairs" "tBodyGyroJerkMagStd" 40
"521" 2 "walkingDownstairs" "fBodyAccMeanX" 41
"522" 2 "walkingDownstairs" "fBodyAccMeanY" 42
"523" 2 "walkingDownstairs" "fBodyAccMeanZ" 43
"524" 2 "walkingDownstairs" "fBodyAccStdX" 44
"525" 2 "walkingDownstairs" "fBodyAccStdY" 45
"526" 2 "walkingDownstairs" "fBodyAccStdZ" 46
"527" 2 "walkingDownstairs" "fBodyAccJerkMeanX" 47
"528" 2 "walkingDownstairs" "fBodyAccJerkMeanY" 48
"529" 2 "walkingDownstairs" "fBodyAccJerkMeanZ" 49
"530" 2 "walkingDownstairs" "fBodyAccJerkStdX" 50
"531" 2 "walkingDownstairs" "fBodyAccJerkStdY" 51
"532" 2 "walkingDownstairs" "fBodyAccJerkStdZ" 52
"533" 2 "walkingDownstairs" "fBodyGyroMeanX" 53
"534" 2 "walkingDownstairs" "fBodyGyroMeanY" 54
"535" 2 "walkingDownstairs" "fBodyGyroMeanZ" 55
"536" 2 "walkingDownstairs" "fBodyGyroStdX" 56
"537" 2 "walkingDownstairs" "fBodyGyroStdY" 57
"538" 2 "walkingDownstairs" "fBodyGyroStdZ" 58
"539" 2 "walkingDownstairs" "fBodyAccMagMean" 59
"540" 2 "walkingDownstairs" "fBodyAccMagStd" 60
"541" 2 "sitting" "tBodyAccMeanX" 1
"542" 2 "sitting" "tBodyAccMeanY" 2
"543" 2 "sitting" "tBodyAccMeanZ" 3
"544" 2 "sitting" "tBodyAccStdX" 4
"545" 2 "sitting" "tBodyAccStdY" 5
"546" 2 "sitting" "tBodyAccStdZ" 6
"547" 2 "sitting" "tGravityAccMeanX" 7
"548" 2 "sitting" "tGravityAccMeanY" 8
"549" 2 "sitting" "tGravityAccMeanZ" 9
"550" 2 "sitting" "tGravityAccStdX" 10
"551" 2 "sitting" "tGravityAccStdY" 11
"552" 2 "sitting" "tGravityAccStdZ" 12
"553" 2 "sitting" "tBodyAccJerkMeanX" 13
"554" 2 "sitting" "tBodyAccJerkMeanY" 14
"555" 2 "sitting" "tBodyAccJerkMeanZ" 15
"556" 2 "sitting" "tBodyAccJerkStdX" 16
"557" 2 "sitting" "tBodyAccJerkStdY" 17
"558" 2 "sitting" "tBodyAccJerkStdZ" 18
"559" 2 "sitting" "tBodyGyroMeanX" 19
"560" 2 "sitting" "tBodyGyroMeanY" 20
"561" 2 "sitting" "tBodyGyroMeanZ" 21
"562" 2 "sitting" "tBodyGyroStdX" 22
"563" 2 "sitting" "tBodyGyroStdY" 23
"564" 2 "sitting" "tBodyGyroStdZ" 24
"565" 2 "sitting" "tBodyGyroJerkMeanX" 25
"566" 2 "sitting" "tBodyGyroJerkMeanY" 26
"567" 2 "sitting" "tBodyGyroJerkMeanZ" 27
"568" 2 "sitting" "tBodyGyroJerkStdX" 28
"569" 2 "sitting" "tBodyGyroJerkStdY" 29
"570" 2 "sitting" "tBodyGyroJerkStdZ" 30
"571" 2 "sitting" "tBodyAccMagMean" 31
"572" 2 "sitting" "tBodyAccMagStd" 32
"573" 2 "sitting" "tGravityAccMagMean" 33
"574" 2 "sitting" "tGravityAccMagStd" 34
"575" 2 "sitting" "tBodyAccJerkMagMean" 35
"576" 2 "sitting" "tBodyAccJerkMagStd" 36
"577" 2 "sitting" "tBodyGyroMagMean" 37
"578" 2 "sitting" "tBodyGyroMagStd" 38
"579" 2 "sitting" "tBodyGyroJerkMagMean" 39
"580" 2 "sitting" "tBodyGyroJerkMagStd" 40
"581" 2 "sitting" "fBodyAccMeanX" 41
"582" 2 "sitting" "fBodyAccMeanY" 42
"583" 2 "sitting" "fBodyAccMeanZ" 43
"584" 2 "sitting" "fBodyAccStdX" 44
"585" 2 "sitting" "fBodyAccStdY" 45
"586" 2 "sitting" "fBodyAccStdZ" 46
"587" 2 "sitting" "fBodyAccJerkMeanX" 47
"588" 2 "sitting" "fBodyAccJerkMeanY" 48
"589" 2 "sitting" "fBodyAccJerkMeanZ" 49
"590" 2 "sitting" "fBodyAccJerkStdX" 50
"591" 2 "sitting" "fBodyAccJerkStdY" 51
"592" 2 "sitting" "fBodyAccJerkStdZ" 52
"593" 2 "sitting" "fBodyGyroMeanX" 53
"594" 2 "sitting" "fBodyGyroMeanY" 54
"595" 2 "sitting" "fBodyGyroMeanZ" 55
"596" 2 "sitting" "fBodyGyroStdX" 56
"597" 2 "sitting" "fBodyGyroStdY" 57
"598" 2 "sitting" "fBodyGyroStdZ" 58
"599" 2 "sitting" "fBodyAccMagMean" 59
"600" 2 "sitting" "fBodyAccMagStd" 60
"601" 2 "standing" "tBodyAccMeanX" 1
"602" 2 "standing" "tBodyAccMeanY" 2
"603" 2 "standing" "tBodyAccMeanZ" 3
"604" 2 "standing" "tBodyAccStdX" 4
"605" 2 "standing" "tBodyAccStdY" 5
"606" 2 "standing" "tBodyAccStdZ" 6
"607" 2 "standing" "tGravityAccMeanX" 7
"608" 2 "standing" "tGravityAccMeanY" 8
"609" 2 "standing" "tGravityAccMeanZ" 9
"610" 2 "standing" "tGravityAccStdX" 10
"611" 2 "standing" "tGravityAccStdY" 11
"612" 2 "standing" "tGravityAccStdZ" 12
"613" 2 "standing" "tBodyAccJerkMeanX" 13
"614" 2 "standing" "tBodyAccJerkMeanY" 14
"615" 2 "standing" "tBodyAccJerkMeanZ" 15
"616" 2 "standing" "tBodyAccJerkStdX" 16
"617" 2 "standing" "tBodyAccJerkStdY" 17
"618" 2 "standing" "tBodyAccJerkStdZ" 18
"619" 2 "standing" "tBodyGyroMeanX" 19
"620" 2 "standing" "tBodyGyroMeanY" 20
"621" 2 "standing" "tBodyGyroMeanZ" 21
"622" 2 "standing" "tBodyGyroStdX" 22
"623" 2 "standing" "tBodyGyroStdY" 23
"624" 2 "standing" "tBodyGyroStdZ" 24
"625" 2 "standing" "tBodyGyroJerkMeanX" 25
"626" 2 "standing" "tBodyGyroJerkMeanY" 26
"627" 2 "standing" "tBodyGyroJerkMeanZ" 27
"628" 2 "standing" "tBodyGyroJerkStdX" 28
"629" 2 "standing" "tBodyGyroJerkStdY" 29
"630" 2 "standing" "tBodyGyroJerkStdZ" 30
"631" 2 "standing" "tBodyAccMagMean" 31
"632" 2 "standing" "tBodyAccMagStd" 32
"633" 2 "standing" "tGravityAccMagMean" 33
"634" 2 "standing" "tGravityAccMagStd" 34
"635" 2 "standing" "tBodyAccJerkMagMean" 35
"636" 2 "standing" "tBodyAccJerkMagStd" 36
"637" 2 "standing" "tBodyGyroMagMean" 37
"638" 2 "standing" "tBodyGyroMagStd" 38
"639" 2 "standing" "tBodyGyroJerkMagMean" 39
"640" 2 "standing" "tBodyGyroJerkMagStd" 40
"641" 2 "standing" "fBodyAccMeanX" 41
"642" 2 "standing" "fBodyAccMeanY" 42
"643" 2 "standing" "fBodyAccMeanZ" 43
"644" 2 "standing" "fBodyAccStdX" 44
"645" 2 "standing" "fBodyAccStdY" 45
"646" 2 "standing" "fBodyAccStdZ" 46
"647" 2 "standing" "fBodyAccJerkMeanX" 47
"648" 2 "standing" "fBodyAccJerkMeanY" 48
"649" 2 "standing" "fBodyAccJerkMeanZ" 49
"650" 2 "standing" "fBodyAccJerkStdX" 50
"651" 2 "standing" "fBodyAccJerkStdY" 51
"652" 2 "standing" "fBodyAccJerkStdZ" 52
"653" 2 "standing" "fBodyGyroMeanX" 53
"654" 2 "standing" "fBodyGyroMeanY" 54
"655" 2 "standing" "fBodyGyroMeanZ" 55
"656" 2 "standing" "fBodyGyroStdX" 56
"657" 2 "standing" "fBodyGyroStdY" 57
"658" 2 "standing" "fBodyGyroStdZ" 58
"659" 2 "standing" "fBodyAccMagMean" 59
"660" 2 "standing" "fBodyAccMagStd" 60
"661" 2 "laying" "tBodyAccMeanX" 1
"662" 2 "laying" "tBodyAccMeanY" 2
"663" 2 "laying" "tBodyAccMeanZ" 3
"664" 2 "laying" "tBodyAccStdX" 4
"665" 2 "laying" "tBodyAccStdY" 5
"666" 2 "laying" "tBodyAccStdZ" 6
"667" 2 "laying" "tGravityAccMeanX" 7
"668" 2 "laying" "tGravityAccMeanY" 8
"669" 2 "laying" "tGravityAccMeanZ" 9
"670" 2 "laying" "tGravityAccStdX" 10
"671" 2 "laying" "tGravityAccStdY" 11
"672" 2 "laying" "tGravityAccStdZ" 12
"673" 2 "laying" "tBodyAccJerkMeanX" 13
"674" 2 "laying" "tBodyAccJerkMeanY" 14
"675" 2 "laying" "tBodyAccJerkMeanZ" 15
"676" 2 "laying" "tBodyAccJerkStdX" 16
"677" 2 "laying" "tBodyAccJerkStdY" 17
"678" 2 "laying" "tBodyAccJerkStdZ" 18
"679" 2 "laying" "tBodyGyroMeanX" 19
"680" 2 "laying" "tBodyGyroMeanY" 20
"681" 2 "laying" "tBodyGyroMeanZ" 21
"682" 2 "laying" "tBodyGyroStdX" 22
"683" 2 "laying" "tBodyGyroStdY" 23
"684" 2 "laying" "tBodyGyroStdZ" 24
"685" 2 "laying" "tBodyGyroJerkMeanX" 25
"686" 2 "laying" "tBodyGyroJerkMeanY" 26
"687" 2 "laying" "tBodyGyroJerkMeanZ" 27
"688" 2 "laying" "tBodyGyroJerkStdX" 28
"689" 2 "laying" "tBodyGyroJerkStdY" 29
"690" 2 "laying" "tBodyGyroJerkStdZ" 30
"691" 2 "laying" "tBodyAccMagMean" 31
"692" 2 "laying" "tBodyAccMagStd" 32
"693" 2 "laying" "tGravityAccMagMean" 33
"694" 2 "laying" "tGravityAccMagStd" 34
"695" 2 "laying" "tBodyAccJerkMagMean" 35
"696" 2 "laying" "tBodyAccJerkMagStd" 36
"697" 2 "laying" "tBodyGyroMagMean" 37
"698" 2 "laying" "tBodyGyroMagStd" 38
"699" 2 "laying" "tBodyGyroJerkMagMean" 39
"700" 2 "laying" "tBodyGyroJerkMagStd" 40
"701" 2 "laying" "fBodyAccMeanX" 41
"702" 2 "laying" "fBodyAccMeanY" 42
"703" 2 "laying" "fBodyAccMeanZ" 43
"704" 2 "laying" "fBodyAccStdX" 44
"705" 2 "laying" "fBodyAccStdY" 45
"706" 2 "laying" "fBodyAccStdZ" 46
"707" 2 "laying" "fBodyAccJerkMeanX" 47
"708" 2 "laying" "fBodyAccJerkMeanY" 48
"709" 2 "laying" "fBodyAccJerkMeanZ" 49
"710" 2 "laying" "fBodyAccJerkStdX" 50
"711" 2 "laying" "fBodyAccJerkStdY" 51
"712" 2 "laying" "fBodyAccJerkStdZ" 52
"713" 2 "laying" "fBodyGyroMeanX" 53
"714" 2 "laying" "fBodyGyroMeanY" 54
"715" 2 "laying" "fBodyGyroMeanZ" 55
"716" 2 "laying" "fBodyGyroStdX" 56
"717" 2 "laying" "fBodyGyroStdY" 57
"718" 2 "laying" "fBodyGyroStdZ" 58
"719" 2 "laying" "fBodyAccMagMean" 59
"720" 2 "laying" "fBodyAccMagStd" 60
"721" 3 "walking" "tBodyAccMeanX" 1
"722" 3 "walking" "tBodyAccMeanY" 2
"723" 3 "walking" "tBodyAccMeanZ" 3
"724" 3 "walking" "tBodyAccStdX" 4
"725" 3 "walking" "tBodyAccStdY" 5
"726" 3 "walking" "tBodyAccStdZ" 6
"727" 3 "walking" "tGravityAccMeanX" 7
"728" 3 "walking" "tGravityAccMeanY" 8
"729" 3 "walking" "tGravityAccMeanZ" 9
"730" 3 "walking" "tGravityAccStdX" 10
"731" 3 "walking" "tGravityAccStdY" 11
"732" 3 "walking" "tGravityAccStdZ" 12
"733" 3 "walking" "tBodyAccJerkMeanX" 13
"734" 3 "walking" "tBodyAccJerkMeanY" 14
"735" 3 "walking" "tBodyAccJerkMeanZ" 15
"736" 3 "walking" "tBodyAccJerkStdX" 16
"737" 3 "walking" "tBodyAccJerkStdY" 17
"738" 3 "walking" "tBodyAccJerkStdZ" 18
"739" 3 "walking" "tBodyGyroMeanX" 19
"740" 3 "walking" "tBodyGyroMeanY" 20
"741" 3 "walking" "tBodyGyroMeanZ" 21
"742" 3 "walking" "tBodyGyroStdX" 22
"743" 3 "walking" "tBodyGyroStdY" 23
"744" 3 "walking" "tBodyGyroStdZ" 24
"745" 3 "walking" "tBodyGyroJerkMeanX" 25
"746" 3 "walking" "tBodyGyroJerkMeanY" 26
"747" 3 "walking" "tBodyGyroJerkMeanZ" 27
"748" 3 "walking" "tBodyGyroJerkStdX" 28
"749" 3 "walking" "tBodyGyroJerkStdY" 29
"750" 3 "walking" "tBodyGyroJerkStdZ" 30
"751" 3 "walking" "tBodyAccMagMean" 31
"752" 3 "walking" "tBodyAccMagStd" 32
"753" 3 "walking" "tGravityAccMagMean" 33
"754" 3 "walking" "tGravityAccMagStd" 34
"755" 3 "walking" "tBodyAccJerkMagMean" 35
"756" 3 "walking" "tBodyAccJerkMagStd" 36
"757" 3 "walking" "tBodyGyroMagMean" 37
"758" 3 "walking" "tBodyGyroMagStd" 38
"759" 3 "walking" "tBodyGyroJerkMagMean" 39
"760" 3 "walking" "tBodyGyroJerkMagStd" 40
"761" 3 "walking" "fBodyAccMeanX" 41
"762" 3 "walking" "fBodyAccMeanY" 42
"763" 3 "walking" "fBodyAccMeanZ" 43
"764" 3 "walking" "fBodyAccStdX" 44
"765" 3 "walking" "fBodyAccStdY" 45
"766" 3 "walking" "fBodyAccStdZ" 46
"767" 3 "walking" "fBodyAccJerkMeanX" 47
"768" 3 "walking" "fBodyAccJerkMeanY" 48
"769" 3 "walking" "fBodyAccJerkMeanZ" 49
"770" 3 "walking" "fBodyAccJerkStdX" 50
"771" 3 "walking" "fBodyAccJerkStdY" 51
"772" 3 "walking" "fBodyAccJerkStdZ" 52
"773" 3 "walking" "fBodyGyroMeanX" 53
"774" 3 "walking" "fBodyGyroMeanY" 54
"775" 3 "walking" "fBodyGyroMeanZ" 55
"776" 3 "walking" "fBodyGyroStdX" 56
"777" 3 "walking" "fBodyGyroStdY" 57
"778" 3 "walking" "fBodyGyroStdZ" 58
"779" 3 "walking" "fBodyAccMagMean" 59
"780" 3 "walking" "fBodyAccMagStd" 60
"781" 3 "walkingUpstairs" "tBodyAccMeanX" 1
"782" 3 "walkingUpstairs" "tBodyAccMeanY" 2
"783" 3 "walkingUpstairs" "tBodyAccMeanZ" 3
"784" 3 "walkingUpstairs" "tBodyAccStdX" 4
"785" 3 "walkingUpstairs" "tBodyAccStdY" 5
"786" 3 "walkingUpstairs" "tBodyAccStdZ" 6
"787" 3 "walkingUpstairs" "tGravityAccMeanX" 7
"788" 3 "walkingUpstairs" "tGravityAccMeanY" 8
"789" 3 "walkingUpstairs" "tGravityAccMeanZ" 9
"790" 3 "walkingUpstairs" "tGravityAccStdX" 10
"791" 3 "walkingUpstairs" "tGravityAccStdY" 11
"792" 3 "walkingUpstairs" "tGravityAccStdZ" 12
"793" 3 "walkingUpstairs" "tBodyAccJerkMeanX" 13
"794" 3 "walkingUpstairs" "tBodyAccJerkMeanY" 14
"795" 3 "walkingUpstairs" "tBodyAccJerkMeanZ" 15
"796" 3 "walkingUpstairs" "tBodyAccJerkStdX" 16
"797" 3 "walkingUpstairs" "tBodyAccJerkStdY" 17
"798" 3 "walkingUpstairs" "tBodyAccJerkStdZ" 18
"799" 3 "walkingUpstairs" "tBodyGyroMeanX" 19
"800" 3 "walkingUpstairs" "tBodyGyroMeanY" 20
"801" 3 "walkingUpstairs" "tBodyGyroMeanZ" 21
"802" 3 "walkingUpstairs" "tBodyGyroStdX" 22
"803" 3 "walkingUpstairs" "tBodyGyroStdY" 23
"804" 3 "walkingUpstairs" "tBodyGyroStdZ" 24
"805" 3 "walkingUpstairs" "tBodyGyroJerkMeanX" 25
"806" 3 "walkingUpstairs" "tBodyGyroJerkMeanY" 26
"807" 3 "walkingUpstairs" "tBodyGyroJerkMeanZ" 27
"808" 3 "walkingUpstairs" "tBodyGyroJerkStdX" 28
"809" 3 "walkingUpstairs" "tBodyGyroJerkStdY" 29
"810" 3 "walkingUpstairs" "tBodyGyroJerkStdZ" 30
"811" 3 "walkingUpstairs" "tBodyAccMagMean" 31
"812" 3 "walkingUpstairs" "tBodyAccMagStd" 32
"813" 3 "walkingUpstairs" "tGravityAccMagMean" 33
"814" 3 "walkingUpstairs" "tGravityAccMagStd" 34
"815" 3 "walkingUpstairs" "tBodyAccJerkMagMean" 35
"816" 3 "walkingUpstairs" "tBodyAccJerkMagStd" 36
"817" 3 "walkingUpstairs" "tBodyGyroMagMean" 37
"818" 3 "walkingUpstairs" "tBodyGyroMagStd" 38
"819" 3 "walkingUpstairs" "tBodyGyroJerkMagMean" 39
"820" 3 "walkingUpstairs" "tBodyGyroJerkMagStd" 40
"821" 3 "walkingUpstairs" "fBodyAccMeanX" 41
"822" 3 "walkingUpstairs" "fBodyAccMeanY" 42
"823" 3 "walkingUpstairs" "fBodyAccMeanZ" 43
"824" 3 "walkingUpstairs" "fBodyAccStdX" 44
"825" 3 "walkingUpstairs" "fBodyAccStdY" 45
"826" 3 "walkingUpstairs" "fBodyAccStdZ" 46
"827" 3 "walkingUpstairs" "fBodyAccJerkMeanX" 47
"828" 3 "walkingUpstairs" "fBodyAccJerkMeanY" 48
"829" 3 "walkingUpstairs" "fBodyAccJerkMeanZ" 49
"830" 3 "walkingUpstairs" "fBodyAccJerkStdX" 50
"831" 3 "walkingUpstairs" "fBodyAccJerkStdY" 51
"832" 3 "walkingUpstairs" "fBodyAccJerkStdZ" 52
"833" 3 "walkingUpstairs" "fBodyGyroMeanX" 53
"834" 3 "walkingUpstairs" "fBodyGyroMeanY" 54
"835" 3 "walkingUpstairs" "fBodyGyroMeanZ" 55
"836" 3 "walkingUpstairs" "fBodyGyroStdX" 56
"837" 3 "walkingUpstairs" "fBodyGyroStdY" 57
"838" 3 "walkingUpstairs" "fBodyGyroStdZ" 58
"839" 3 "walkingUpstairs" "fBodyAccMagMean" 59
"840" 3 "walkingUpstairs" "fBodyAccMagStd" 60
"841" 3 "walkingDownstairs" "tBodyAccMeanX" 1
"842" 3 "walkingDownstairs" "tBodyAccMeanY" 2
"843" 3 "walkingDownstairs" "tBodyAccMeanZ" 3
"844" 3 "walkingDownstairs" "tBodyAccStdX" 4
"845" 3 "walkingDownstairs" "tBodyAccStdY" 5
"846" 3 "walkingDownstairs" "tBodyAccStdZ" 6
"847" 3 "walkingDownstairs" "tGravityAccMeanX" 7
"848" 3 "walkingDownstairs" "tGravityAccMeanY" 8
"849" 3 "walkingDownstairs" "tGravityAccMeanZ" 9
"850" 3 "walkingDownstairs" "tGravityAccStdX" 10
"851" 3 "walkingDownstairs" "tGravityAccStdY" 11
"852" 3 "walkingDownstairs" "tGravityAccStdZ" 12
"853" 3 "walkingDownstairs" "tBodyAccJerkMeanX" 13
"854" 3 "walkingDownstairs" "tBodyAccJerkMeanY" 14
"855" 3 "walkingDownstairs" "tBodyAccJerkMeanZ" 15
"856" 3 "walkingDownstairs" "tBodyAccJerkStdX" 16
"857" 3 "walkingDownstairs" "tBodyAccJerkStdY" 17
"858" 3 "walkingDownstairs" "tBodyAccJerkStdZ" 18
"859" 3 "walkingDownstairs" "tBodyGyroMeanX" 19
"860" 3 "walkingDownstairs" "tBodyGyroMeanY" 20
"861" 3 "walkingDownstairs" "tBodyGyroMeanZ" 21
"862" 3 "walkingDownstairs" "tBodyGyroStdX" 22
"863" 3 "walkingDownstairs" "tBodyGyroStdY" 23
"864" 3 "walkingDownstairs" "tBodyGyroStdZ" 24
"865" 3 "walkingDownstairs" "tBodyGyroJerkMeanX" 25
"866" 3 "walkingDownstairs" "tBodyGyroJerkMeanY" 26
"867" 3 "walkingDownstairs" "tBodyGyroJerkMeanZ" 27
"868" 3 "walkingDownstairs" "tBodyGyroJerkStdX" 28
"869" 3 "walkingDownstairs" "tBodyGyroJerkStdY" 29
"870" 3 "walkingDownstairs" "tBodyGyroJerkStdZ" 30
"871" 3 "walkingDownstairs" "tBodyAccMagMean" 31
"872" 3 "walkingDownstairs" "tBodyAccMagStd" 32
"873" 3 "walkingDownstairs" "tGravityAccMagMean" 33
"874" 3 "walkingDownstairs" "tGravityAccMagStd" 34
"875" 3 "walkingDownstairs" "tBodyAccJerkMagMean" 35
"876" 3 "walkingDownstairs" "tBodyAccJerkMagStd" 36
"877" 3 "walkingDownstairs" "tBodyGyroMagMean" 37
"878" 3 "walkingDownstairs" "tBodyGyroMagStd" 38
"879" 3 "walkingDownstairs" "tBodyGyroJerkMagMean" 39
"880" 3 "walkingDownstairs" "tBodyGyroJerkMagStd" 40
"881" 3 "walkingDownstairs" "fBodyAccMeanX" 41
"882" 3 "walkingDownstairs" "fBodyAccMeanY" 42
"883" 3 "walkingDownstairs" "fBodyAccMeanZ" 43
"884" 3 "walkingDownstairs" "fBodyAccStdX" 44
"885" 3 "walkingDownstairs" "fBodyAccStdY" 45
"886" 3 "walkingDownstairs" "fBodyAccStdZ" 46
"887" 3 "walkingDownstairs" "fBodyAccJerkMeanX" 47
"888" 3 "walkingDownstairs" "fBodyAccJerkMeanY" 48
"889" 3 "walkingDownstairs" "fBodyAccJerkMeanZ" 49
"890" 3 "walkingDownstairs" "fBodyAccJerkStdX" 50
"891" 3 "walkingDownstairs" "fBodyAccJerkStdY" 51
"892" 3 "walkingDownstairs" "fBodyAccJerkStdZ" 52
"893" 3 "walkingDownstairs" "fBodyGyroMeanX" 53
"894" 3 "walkingDownstairs" "fBodyGyroMeanY" 54
"895" 3 "walkingDownstairs" "fBodyGyroMeanZ" 55
"896" 3 "walkingDownstairs" "fBodyGyroStdX" 56
"897" 3 "walkingDownstairs" "fBodyGyroStdY" 57
"898" 3 "walkingDownstairs" "fBodyGyroStdZ" 58
"899" 3 "walkingDownstairs" "fBodyAccMagMean" 59
"900" 3 "walkingDownstairs" "fBodyAccMagStd" 60
"901" 3 "sitting" "tBodyAccMeanX" 1
"902" 3 "sitting" "tBodyAccMeanY" 2
"903" 3 "sitting" "tBodyAccMeanZ" 3
"904" 3 "sitting" "tBodyAccStdX" 4
"905" 3 "sitting" "tBodyAccStdY" 5
"906" 3 "sitting" "tBodyAccStdZ" 6
"907" 3 "sitting" "tGravityAccMeanX" 7
"908" 3 "sitting" "tGravityAccMeanY" 8
"909" 3 "sitting" "tGravityAccMeanZ" 9
"910" 3 "sitting" "tGravityAccStdX" 10
"911" 3 "sitting" "tGravityAccStdY" 11
"912" 3 "sitting" "tGravityAccStdZ" 12
"913" 3 "sitting" "tBodyAccJerkMeanX" 13
"914" 3 "sitting" "tBodyAccJerkMeanY" 14
"915" 3 "sitting" "tBodyAccJerkMeanZ" 15
"916" 3 "sitting" "tBodyAccJerkStdX" 16
"917" 3 "sitting" "tBodyAccJerkStdY" 17
"918" 3 "sitting" "tBodyAccJerkStdZ" 18
"919" 3 "sitting" "tBodyGyroMeanX" 19
"920" 3 "sitting" "tBodyGyroMeanY" 20
"921" 3 "sitting" "tBodyGyroMeanZ" 21
"922" 3 "sitting" "tBodyGyroStdX" 22
"923" 3 "sitting" "tBodyGyroStdY" 23
"924" 3 "sitting" "tBodyGyroStdZ" 24
"925" 3 "sitting" "tBodyGyroJerkMeanX" 25
"926" 3 "sitting" "tBodyGyroJerkMeanY" 26
"927" 3 "sitting" "tBodyGyroJerkMeanZ" 27
"928" 3 "sitting" "tBodyGyroJerkStdX" 28
"929" 3 "sitting" "tBodyGyroJerkStdY" 29
"930" 3 "sitting" "tBodyGyroJerkStdZ" 30
"931" 3 "sitting" "tBodyAccMagMean" 31
"932" 3 "sitting" "tBodyAccMagStd" 32
"933" 3 "sitting" "tGravityAccMagMean" 33
"934" 3 "sitting" "tGravityAccMagStd" 34
"935" 3 "sitting" "tBodyAccJerkMagMean" 35
"936" 3 "sitting" "tBodyAccJerkMagStd" 36
"937" 3 "sitting" "tBodyGyroMagMean" 37
"938" 3 "sitting" "tBodyGyroMagStd" 38
"939" 3 "sitting" "tBodyGyroJerkMagMean" 39
"940" 3 "sitting" "tBodyGyroJerkMagStd" 40
"941" 3 "sitting" "fBodyAccMeanX" 41
"942" 3 "sitting" "fBodyAccMeanY" 42
"943" 3 "sitting" "fBodyAccMeanZ" 43
"944" 3 "sitting" "fBodyAccStdX" 44
"945" 3 "sitting" "fBodyAccStdY" 45
"946" 3 "sitting" "fBodyAccStdZ" 46
"947" 3 "sitting" "fBodyAccJerkMeanX" 47
"948" 3 "sitting" "fBodyAccJerkMeanY" 48
"949" 3 "sitting" "fBodyAccJerkMeanZ" 49
"950" 3 "sitting" "fBodyAccJerkStdX" 50
"951" 3 "sitting" "fBodyAccJerkStdY" 51
"952" 3 "sitting" "fBodyAccJerkStdZ" 52
"953" 3 "sitting" "fBodyGyroMeanX" 53
"954" 3 "sitting" "fBodyGyroMeanY" 54
"955" 3 "sitting" "fBodyGyroMeanZ" 55
"956" 3 "sitting" "fBodyGyroStdX" 56
"957" 3 "sitting" "fBodyGyroStdY" 57
"958" 3 "sitting" "fBodyGyroStdZ" 58
"959" 3 "sitting" "fBodyAccMagMean" 59
"960" 3 "sitting" "fBodyAccMagStd" 60
"961" 3 "standing" "tBodyAccMeanX" 1
"962" 3 "standing" "tBodyAccMeanY" 2
"963" 3 "standing" "tBodyAccMeanZ" 3
"964" 3 "standing" "tBodyAccStdX" 4
"965" 3 "standing" "tBodyAccStdY" 5
"966" 3 "standing" "tBodyAccStdZ" 6
"967" 3 "standing" "tGravityAccMeanX" 7
"968" 3 "standing" "tGravityAccMeanY" 8
"969" 3 "standing" "tGravityAccMeanZ" 9
"970" 3 "standing" "tGravityAccStdX" 10
"971" 3 "standing" "tGravityAccStdY" 11
"972" 3 "standing" "tGravityAccStdZ" 12
"973" 3 "standing" "tBodyAccJerkMeanX" 13
